university,academic_year,academic_year_label,department_code,course_number,title,description,broad_area,level,progressive_signal,western_canon_signal,climate_narrow_signal,climate_broad_signal,cross_listed
pitt,2026,2025-2026,NUR,0081,FOUNDATIONS OF NURSING PRACTICE 2,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,0080,FOUNDATIONS OF NURSING PRACTICE 1,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,0086,NURSING INFORMATICS,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,0082,NURSING MANAGEMENT OF ADULT WITH ACUTE/CHRONIC HEALTH PROBLEMS,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,0087,PHARMACOLOGY AND THERAPEUTICS ACROSS THE LIFESPAN,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,0088,INTRODUCTION TO BASIC STATISTICS FOR EVIDENCE-BASED PRACTICE,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,0090,FOUNDATIONS OF NURSING PRACTICE 1 CLINICAL,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,0092,NURSING MANAGEMENT OF ADULT WITH ACUTE/CHRONIC HEALTH PROBLEMS CLINICAL,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1012,HEALTH POLICY AND HUMAN FLOURISHING,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1020,ADVANCED NURSING MANAGEMENT OF THE ADULT WITH ACUTE/COMPLEX HEALTH PROBLEMS CLINICAL,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1021C,ADVANCED CLINICAL PROBLEM SOLVING CLINICAL,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1020C,ADVANCED NURSING MANAGEMENT OF THE ADULT WITH ACUTE/COMPLEX HEALTH PROBLEMS CLINICAL,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1014,HAPPINESS AND HUMAN FLOURISHING,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1034,PHARMACOLOGY WITH NURSING APPLICATIONS ACROSS THE LIFE SPAN,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1042,NURSING CARE OF CHILDREN AND THEIR FAMILIES CLINICAL,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1050,"NURSING CARE OF MOTHERS, NEWBORNS AND FAMILIES",,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1050C,"NURSING CARE OF MOTHERS, NEWBORNS AND FAMILIES CLINICAL",,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1052,NURSING CARE OF CHILDREN AND THEIR FAMILIES,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1054,NURSING CARE OF OLDER ADULTS,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1060,NURSING CARE OF CLIENTS WITH PSYCHIATRIC MENTAL HEALTH PROBLEMS,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1055,AGE-FRIENDLY HEALTH SYSTEMS 4MS CARE IN NURSING HOMES,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1057,"NURSING CARE OF MOTHERS, NEWBORNS AND FAMILIES CLINICAL",,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1061,INDEPENDENT STUDY,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1068,TRANSITION FOR CO-MANAGEMENT OF GROUPS OF PATIENTS CLINICAL,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1066,NURSING CARE OF CLIENTS WITH PSYCHIATRIC MENTAL HEALTH PROBLEMS CLINICAL,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1077D,SCHOOL NURSE SEMINAR,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1081,NURSING MANAGEMENT OF ACUTE AND CHRONIC ILLNESS IN ADULTS,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1085,ETHICS IN NURSING AND HEALTH CARE,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1091,NURSING HONORS CAPSTONE 1,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1092,NURSING HONORS CAPSTONE 2,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1091D,NURSING HONORS CAPSTONE 1,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1092D,NURSING HONORS CAPSTONE 2,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1120,ADVANCED NURSING MANAGEMENT ADULT ACUTE/COMPLEX HEALTH PROBLEMS,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1095,COMMUNITY CONNECTOR COURSE,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1120C,ADVANCED NURSING MANAGEMENT OF THE ADULT WITH ACUTE/COMPLEX HEALTH PROBLEMS CLINICAL,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1121C,ADVANCED CLINICAL PROBLEM SOLVING CLINICAL,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1128C,COMMUNITY HEALTH NURSING CLINICAL,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1128,COMMUNITY HEALTH NURSING,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1121,ADVANCED CLINICAL PROBLEM SOLVING,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1131,INTERPROFESSIONAL HEALTHCARE TEAMS,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1132,TRANSITION INTO PROFESSIONAL NURSING PRACTICE AS A BACCALAUREATE NURSE CLINICAL,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1134,TRANSITION INTO PROFESSIONAL NURSING PRACTICE,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1134C,TRANSITION INTO PROFESSIONAL NURSING PRACTICE CLINICAL,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1138,COMMUNITY HEALTH NURSING CLINICAL,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1136,HIMALAYAN WILDERNESS FIRST RESPONDER,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1140IS,COMPARATIVE HEALTH ISSUES: TRENDS IN HEALTH CARE SYSTEMS (GLOBAL SEMINAR IN BUENOS AIRES) - IN-STATE,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1140,COMPARATIVE HEALTH ISSUES: TRENDS WITHIN HEALTH CARE SYSTEMS (GLOBAL SEMINAR IN BUENOS AIRES),,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1135,TRANSITION INTO PROFESSIONAL NURSING PRACTICE CLINICAL,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1141,HEALTH DISPARITIES IN VULNERABLE POPULATIONS AND ETHNIC CULTURAL GROUPS,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1140OS,COMPARATIVE HEALTH ISSUES:TRENDS IN HEALTH CARE SYSTEMS(GLOBAL SEMINAR IN BUENOS AIRES)-OUT-OF-STATE,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1143,FOUNDATIONS OF PERSONALIZED HEALTH: TRANSLATION FROM BASIC RESEARCH TO CLINICAL PRACTICE,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1155,NURSING CARE OF ADULTS 1,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1142,PROFESSIONAL ISSUES IN ADVANCED PRACTICE NURSING: NURSE ANESTHESIA,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1157,NURSING CARE OF ADULTS 2,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1150,NURSING IN NICARAGUA: PUBLIC AND COMMUNITY HEALTH,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1156,NURSING CARE OF ADULTS CLINICAL 1,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1158,NURSING CARE OF ADULTS CLINICAL 2,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1166,MEDICAL NUTRITION THERAPY,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1170,NEONATAL NURSING,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1212,INTRODUCTION TO HEALTHCARE FINANCE AND POLICY,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1220C,ADVANCED NURSING MANAGEMENT OF THE ADULT WITH ACUTE/COMPLEX HEALTH PROBLEMS CLINICAL,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1221C,ADVANCED CLINICAL PROBLEM SOLVING CLINICAL,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1177,EXXAT FEE FOR UNDERGRADUATES,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1228C,COMMUNITY HEALTH NURSING CLINICAL,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1234C,TRANSITION INTO PROFESSIONAL NURSING PRACTICE CLINICAL,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1250C,"NURSING CARE OF MOTHERS, NEWBORNS AND FAMILIES CLINICAL",,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1260C,NURSING CARE OF CLIENTS WITH PSYCHIATRIC MENTAL HEALTH PROBLEMS CLINICAL,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1252C,NURSING CARE OF CHILDREN AND THEIR FAMILIES CLINICAL,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1282C,NURSING MANAGEMENT OF ADULT WITH ACUTE/CHRONIC HEALTH PROBLEMS CLINICAL,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1308,ETHICAL AND SOCIAL IMPLICATIONS OF BIOTECHNOLOGY,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1452,GLOBAL INTERNSHIP COURSE,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1281,FOUNDATIONS OF NURSING PRACTICE 1,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1452IS,GLOBAL INTERNSHIP COURSE - IN STATE,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1452OS,GLOBAL INTERNSHIP COURSE - OUT OF STATE,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1630,HEALTH CARE DELIVERY IN THE UNITED KINGDOM,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1617,NURSING & MIDWIFERY IN IRELAND,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1631,HEALTH CARE DELIVERY IN SWITZERLAND,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1633,HEALTH CARE DELIVERY IN CAMBODIA,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1636,HEALTH CARE DELIVERY IN CHINA,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1632,HEALTH CARE DELIVERY IN ITALY,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1639,HEALTH CARE DELIVERY AT SAINT REGIS MOHAWK,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1651,HEALTH CARE AND NURSING SCIENCE IN SWITZERLAND,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1675,HEALTHCARE INNOVATION AND TECHNOLOGY IN SPAIN,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1680,INTRODUCTION TO  GENETICS AND MOLECULAR  THERAPEUTICS,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1685,DISASTER STUDIES IN REGIONAL AND INTERNATIONAL SETTINGS,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1685IS,DISASTER STUDIES IN REGIONAL AND INTERNATIONAL SETTINGS - IN STATE,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUR,1685OS,DISASTER STUDIES IN REGIONAL AND INTERNATIONAL SETTINGS - OUT OF STATE,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NURNM,3508,NURSE MIDWIFE GLOBAL AND COMMUNITY HEALTH,,Other,graduate,False,False,False,False,False
pitt,2026,2025-2026,NURSP,2062,ORGANIZATIONAL AND SYSTEMS MANAGEMENT FOR HEALTHCARE LEADERS,,Medical Sciences,graduate,False,False,False,False,False
pitt,2026,2025-2026,NURSP,2061,ORGANIZTNL & MANAGEMENT THEORY,,Medical Sciences,graduate,False,False,False,False,False
pitt,2026,2025-2026,NURSP,2099,"FINANCIAL, BUSINESS, AND ECONOMICS DRIVERS IN HEALTHCARE MANAGEMENT",,Medical Sciences,graduate,False,False,False,False,False
pitt,2026,2025-2026,NURSP,2092,LEADERSHIP DEVELOPMENT,,Medical Sciences,graduate,False,False,False,False,False
pitt,2026,2025-2026,NURSP,2093,EDUCATION AND MENTORING IN THE CLINICAL SETTING,,Medical Sciences,graduate,False,False,False,False,False
pitt,2026,2025-2026,NUTR,1000,INTRODUCTION TO RESEARCH,,Medical Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUTR,1006,INTRO TO HUMAN NUTRITION,,Medical Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUTR,1020,NUTRITION ASSESSMENT,,Medical Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUTR,1005,INTRODUCTION TO SPORTS NUTRITION AND PERFORMANCE,,Medical Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUTR,1045,FOOD APPLICATION LAB,,Medical Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUTR,1030,NUTRIENT METABOLISM,,Medical Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUTR,1603,NUTRITION ASSESSMENT 2,,Medical Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUTR,1090,CULTURAL INFLUENCES IN FOOD & NUTRITION,,Medical Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUTR,1600,INTRODUCTION TO DIETETICS,,Medical Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUTR,1120,NUTRITION SCIENCE ASSESSMENT TECHNIQUES LAB,,Medical Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUTR,1605,PRINCIPLES OF NUTRITION EDUCATION,,Medical Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUTR,1604,FOOD SERVICE MANAGEMENT WITH LAB,,Medical Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUTR,1608,PROFESSIONAL TRENDS AND ISSUES,,Medical Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUTR,1610,FOOD APPLICATION,,Medical Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUTR,1609,CLINICAL BIOCHEMISTRY,,Medical Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUTR,1621,MICRONUTRIENT METABOLISM,,Medical Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUTR,1622,LIFE CYCLE NUTRITION,,Medical Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUTR,1625,NUTRITION THERAPY,,Medical Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUTR,1614,NUTRITION CRITICAL THINKING,,Medical Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUTR,1626,PUBLIC HEALTH NUTRITION,,Medical Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUTR,1628,PRACTICAL EXPERIENCE,,Medical Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUTR,1630,NUTRITION THERAPY 1,,Medical Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUTR,1690,UNDERGRADUATE TEACHING EXPERIENCE,,Medical Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,NUTR,1699,INDEPENDENT STUDY,,Medical Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,OCS,1020,PRINCIPLES OF MICROBIOLOGY,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,OCS,1025,INTRODUCTION TO MICROBIOLOGY,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,OCS,1900,DIRECTED STUDY,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,OT,3214,ADVANCED THEORY AND PRACTICE,,Medical Sciences,graduate,False,False,False,False,False
pitt,2026,2025-2026,PEDC,0002,INTERMEDIATE SWIMMING,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PEDC,0001,BEGINNING SWIMMING,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PEDC,0026,AQUATIC CONDITIONING,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PEDC,0040,CHOREOGRAPHY,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PEDC,0044,DANCE PRODUCTION,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PEDC,0050,RACQUETBALL 2,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PEDC,0049,BADMINTON,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PEDC,0065,VOLLEYBALL,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PEDC,0068,JUDO 1,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PEDC,0069,JUDO 2,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PEDC,0091,VARSITY SPORTS 2,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PEDC,0090,VARSITY SPORTS 1,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PEDC,0135,BASKETBALL 1 - CO-EDUCATIONAL,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PEDC,0099,BASIC ROCK CLIMBING,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PEDC,0133,LIFE GUARDING 1,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PEDC,0147,WATER SAFETY INSTRUCTOR,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PEDC,0153,VARSITY SPORTS 3,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PEDC,0154,VARSITY SPORTS 4,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PEDC,0158,WEIGHT TRAINING - BEGINNER,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PEDC,0175,AEROBIC FITNESS BOXING,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PEDC,0171,FITNESS KICK BOXING,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PEDC,0180,VOLLEYBALL 1,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PEDC,0177,WEIGHT TRAINING - INTERMEDIATE/ADVANCED,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PEDC,0188,PADDLE BOARD YOGA,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PEDC,0193,PERSONAL FITNESS,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PEDC,0194,SPORTS CONDITIONING,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PEDC,0206,BODY SCULPTING 1,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PEDC,0222,CYCLE EXERCISE,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PEDC,0232,TOUCH FOOTBALL 1,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PEDC,0236,AEROBIC MIX,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PEDC,0242,AMER RED CROSS LIFEGUARD INSTRC,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PEDC,0243,AMER RED CROSS FIRST/CPR INSTRC,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PEDC,0246,POOL OPERATIONS/EVENT MANAGEMENT,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PEDC,0262,YOGA 1,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PEDC,0362,TOTAL BODY FUSION,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PEDC,0226,FITNESS BOXING 1,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PEDC,1003,TAE KWON DO 2,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PEDC,0244,DANCE PRODUCTION 2,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PEDC,1002,TAE KWON DO 1,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PEDC,1141,FITNESS FOR INSTRUCTORS,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PEDC,1006,JIU JITSU,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PEDENT,5801,COMMUNITY OUTREACH EXPERIENCES WITH VULNERABLE POPULATIONS,,Other,graduate,False,False,False,False,False
pitt,2026,2025-2026,PEDC,1300,NUTRITION IN EXERCISE AND SPORT,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PEDS,5415,NICU ACTING INTERNSHIP,,Other,graduate,False,False,False,False,False
pitt,2026,2025-2026,PEDC,0287,PERSONAL DEFENSE 1,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PERS,0101,PERSIAN (FARSI) 1,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PERS,0105,PERSIAN (FARSI) 5,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PERS,0103,PERSIAN (FARSI) 3,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PERS,0106,PERSIAN (FARSI) 6,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PERS,0107,PERSIAN (FARSI) 7,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PERS,0108,PERSIAN (FARSI) 8,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PERS,1500,ADVANCED TOPICS IN PERSIAN LANGUAGE,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PERS,1901,INDEPENDENT STUDY,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PERS,1905,UNDERGRADUATE TEACHING ASSISTANT IN PERSIAN (FARSI),,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PERS,1909,SPECIAL TOPICS IN PERSIAN (FARSI),,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PERS,0102,PERSIAN (FARSI) 2,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PERS,0104,PERSIAN (FARSI) 4,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PETE,1160,PETROLEUM RESERVOIR ENGINEERING,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PETE,1205,PETROLEUM PRODUCTION ENGINEERING,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PETE,1201,RECOVERY OF OIL BY WATERFLOODING,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PETE,1204,ENHANCED OIL RECOVERY PROCESSES,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PETE,1206,OIL RECOVERY TECHNIQUES,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PETE,1208,PETROLEUM DRILLING AND WELL COMPLETION,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PETE,1097,SPECIAL PROJECTS,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PETE,1207,PETROLEUM AND NATURAL GAS PROCESSING,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PETE,1209,HYDRAULIC FRACTURING MECHANICS AND APPLICATIONS,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PHARM,1096,ADDICTION,,Medical Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PHARM,1097,MENTORED RESEARCH,,Medical Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PHARM,0178,SCIENTIFIC PRINCIPLES & ADMINISTRATIVE APPROVALS THAT TRANSFORM A CHEMICAL INTO A DRUG,,Medical Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PHIL,0010,CONCEPTS OF HUMAN NATURE,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PHARM,1098,PHARMA 101: INTRODUCTION PHARMACEUTICAL INDUSTRY,,Medical Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PHIL,0012,CONCEPTS HUMAN NATURE/WRITING PRACTICUM,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PHIL,0080,INTRODUCTION TO PHILOSOPHICAL PROBLEMS,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PHIL,0082,INTRODUCTION PHILOSOPHICAL PROBLEM/WRITING PRACTICUM,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PETE,1211,RESERVOIR SIMULATION,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PHIL,0210,HISTORY OF MODERN PHILOSOPHY,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PHIL,0212,HISTORY OF MODERN PHIOSOPHYL/WRITING PRACTICUM,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PHIL,0202,HISTORY ANCIENT PHILOSOPHY/WRITING PRACTICUM,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PHIL,0220,INTRODUCTION TO EXISTENTIALISM,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PHIL,0275,INTRODUCTION TO CHINESE PHILOSOPHY,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PHIL,0280,INTRODUCTION TO INDIAN PHILOSOPHY,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PHIL,0300,INTRODUCTION TO ETHICS,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PHIL,0320,SOCIAL PHILOSOPHY,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PHIL,0302,INTRODUCTION TO ETHICS/WRITING PRACTICUM,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PHIL,0322,SOCIAL PHILOSOPHY/WRITING PRACTICUM,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PHIL,0200,HISTORY OF ANCIENT PHILOSOPHY,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,PHIL,0350,PHILOSOPHY AND PUBLIC ISSUES,,Humanities,undergraduate,False,False,False,False,False
